,GSM8391918_H23-Ctrl.CEL.gz,GSM8391919_H23-KRAS-C12.CEL.gz,GSM8391920_H358-Ctrl.CEL.gz,GSM8391921_H358-KRAS-C12.CEL.gz,GSM8391922_H1792-Ctrl.CEL.gz,GSM8391923_H1792-KRAS-C12.CEL.gz,GSM8391924_H441-Ctrl.CEL.gz,GSM8391925_H441-KRAS-V12.CEL.gz,GSM8391926_H1299-Ctrl.CEL.gz,GSM8391927_H1299-KRAS-C12.CEL.gz,GSM8391928_H1299-KRAS-V12.CEL.gz,GSM8398301_HBEC3.CEL.gz,GSM8398302_HBEC3-K.CEL.gz,GSM8398303_HBEC3-p53.CEL.gz,GSM8398304_HBEC3-p53K.CEL.gz
X1561626_at,7.754674984,7.952729111,7.883519992,7.986175665,7.751789324,7.913291566,8.029606882,7.806168769,7.824066032,7.738545162,7.735196293,7.988694507,7.579209944,7.680009568,7.828323976
X1561627_at,6.082993105,6.240796448,6.129975605,6.196654274,6.119942123,6.187164033,6.213287897,6.331243215,6.2025566,6.088509259,6.113052692,6.245092428,6.180370776,6.405061372,6.009581093
X1561631_at,4.383689557,4.390800629,4.375037129,4.369098628,4.2397013,4.390800629,4.420686158,4.591524618,4.448102269,4.390800629,4.417184386,4.508250374,4.293477058,4.478350038,4.380484851
X1561633_at,5.962143897,5.887839226,8.285939715,6.728347699,6.690518221,6.060785257,6.214653635,5.891096284,7.451292383,7.877535206,8.183944412,6.962664495,8.175505367,7.33689566,8.505094703
X1561635_at,5.535845759,5.543217061,5.462110937,5.426782663,5.555526609,5.560490333,5.630165452,5.628825442,5.831535394,5.521877475,5.605485771,5.674454799,5.413967514,5.544873586,5.512617719
X1561638_at,4.450026767,4.511307089,4.467509648,4.452720647,4.546305254,4.4715792,4.525462279,4.577501935,4.531120698,4.526229247,4.569323959,4.661582299,4.554697929,4.584417435,4.514146085
X1561639_at,5.758143476,5.816801897,5.848161739,5.711674171,5.478685907,5.613230489,5.766333341,5.876413059,5.809183423,5.329337449,5.923100522,5.720440374,6.253916713,5.729239389,6.45181595
X1561640_at,6.619527731,6.679825491,6.716054191,6.93309319,6.400799486,6.535812907,6.421308879,6.440280422,6.124166234,6.243088875,5.294402225,6.532036248,6.576259811,6.31236958,6.474073439
X1561642_at,4.887210812,4.737106779,4.606007294,4.662487921,4.672856988,4.628374352,4.779557845,4.760255845,5.145172118,4.828954126,4.72569672,4.936075499,4.857995667,4.72226468,5.226752352
X1561644_x_at,4.132027529,3.999848508,3.998246507,3.982205392,4.027848594,4.04307579,4.020131131,4.215289711,4.069217192,4.004117556,3.938366776,4.049251691,3.943383253,4.020131131,3.956734559
X1561650_s_at,5.176796868,5.205351367,5.402147502,5.401611749,5.209130582,5.24065583,5.274413201,5.248715693,5.363790693,5.447142362,5.298500187,5.413719237,5.266604942,5.270446415,5.270446415
X1561651_s_at,7.269594667,7.38341827,7.26115822,7.269205981,7.426496636,7.27344154,7.423703165,7.480114985,7.152835044,7.517599533,7.36283211,7.792368726,7.269205981,7.486522973,7.442392961
X1561652_at,6.706235155,6.627827945,6.637762028,6.582459024,6.673064862,6.741916122,6.679320863,6.557124663,6.747480122,6.761350521,6.85702722,6.704797155,6.495501361,6.68378635,6.585029509
X1561653_at,4.218174407,4.289356128,4.286169242,4.263701622,4.216441181,4.315135987,4.258073542,4.274956187,4.424682066,4.2755728,4.307496032,4.225914729,4.169326193,4.263701622,4.404120423
X1561654_at,5.471262029,5.316374981,5.582677715,5.524867978,5.348657592,5.471262029,5.544873586,5.603538222,5.312900387,5.379130776,5.54339353,5.594149714,5.590327273,5.451199039,5.260277344
X1561657_at,4.261857974,4.163018358,4.170865661,4.039156468,4.134562087,4.220947617,4.184875002,4.223965616,4.252906872,4.337451782,4.189128084,4.229119846,4.038769992,4.093970112,4.259279023
X1561658_at,4.616955953,4.516664737,4.475531151,4.544701948,4.548220793,4.513037729,4.630525013,4.706221739,4.539826437,4.539826437,4.721963824,4.58180608,4.684286597,4.505648181,4.636242708
X1561660_at,4.666450871,4.785606023,4.535109546,4.465947179,4.653132962,4.634154964,4.585651256,4.528380649,4.712823445,4.572962399,4.712830107,4.640949737,4.685531861,4.48199267,4.547919313
X1561662_at,4.439949101,4.401356299,4.431358043,4.481791751,4.460872866,4.481317785,4.549228118,4.420952222,4.517677743,4.563716492,4.460872866,4.460872866,4.589813535,4.436973998,4.436075252
X1561663_at,4.111872595,4.111872595,4.126544228,4.112660393,4.056806506,4.213735881,4.205978526,4.022843183,4.106009631,4.111872595,3.965539769,4.176606959,4.027286788,4.197004359,4.014134472
X1561665_at,5.07021214,5.169905542,5.015226263,4.910626721,5.139059529,5.051832726,5.080381996,5.255774826,5.080381996,5.003697737,5.162719398,5.080381996,5.012976924,5.229147303,5.441768882
X1561666_a_at,7.042300545,6.842437356,6.699248434,7.121767235,6.095615372,6.225631703,6.704367699,6.968640119,6.397951191,6.612060231,6.832351474,6.666085413,6.183907169,6.438355442,6.400188563
X1561667_at,6.174068269,5.905737577,5.691181798,5.702442289,6.152694554,5.94008588,6.105283243,6.000683982,5.78427174,6.007950024,6.207199648,6.272305911,6.42907275,6.046763996,6.716013063
X1561668_at,5.835787071,5.706072517,5.776500465,5.702737516,5.7317209,5.631055949,5.773230883,5.788969785,5.674454799,5.593420087,5.812598381,5.921992334,5.913771278,5.949536811,5.773230883
X1561669_at,4.72066968,4.915761039,4.808075574,4.702657613,4.762945221,4.501806399,4.778765897,4.898431216,4.975999299,4.943693342,4.778765897,4.778765897,4.628181655,4.967191776,5.323451561
X1561670_at,5.587666209,5.637167597,5.523616723,5.473744211,5.446928354,5.499813922,5.669720785,5.751437839,5.345590492,5.492439875,5.719172208,5.806023598,5.657815846,5.801021861,5.587666209
X1561671_at,5.773230883,5.591115401,5.543243768,5.507177103,5.280823713,5.18994403,5.535155726,5.543243768,5.620177866,5.339983536,5.393143442,5.7599916,5.765337157,5.672355409,5.715834828
X1561672_at,4.530890332,4.474879579,4.518353819,4.561417991,4.585537449,4.588356086,4.581146734,4.697785063,4.764106949,4.423708349,4.591755739,4.601751691,4.755855765,4.55921375,4.42916324
X1561673_at,5.094841258,5.250028353,6.434522371,6.425619702,5.490265665,5.471650982,5.292202636,5.359988819,5.401997901,5.341435998,5.262161465,5.336997852,5.34991645,5.212539101,5.117006283
X1561676_at,4.887670551,4.787457965,4.963922293,4.972607985,4.791404526,4.916711593,4.89966004,4.930807367,4.985770791,4.802270249,4.984625513,4.943570533,5.01694142,5.023592551,4.907370024
X1561677_at,4.869173524,5.001464713,4.93705491,4.965146409,4.89053313,4.973768686,4.927375985,4.977115378,4.867022136,4.913574146,5.084467348,5.112026264,4.852259033,4.952040549,5.068143382
X1561678_at,5.183904207,5.058961354,5.058961354,5.165174569,5.043137887,4.834198323,5.019749291,5.307987568,4.952290444,5.13851719,5.282145935,4.892208211,4.997754561,4.913828843,5.058961354
X1561679_at,5.233100435,5.065288599,5.033342272,5.064010844,5.132340844,5.091927723,5.288668151,5.058455829,5.150098956,5.185741642,5.185898711,5.228374854,5.167104495,5.167104495,5.301185911
X1561680_at,4.362885866,4.451102749,4.402760981,4.405431653,4.207207999,4.284130286,4.390168969,4.338517845,4.32642549,4.312548404,4.542099941,4.725415775,4.60098651,4.294949844,4.460549672
X1561682_at,4.740474866,5.162537798,4.917174272,4.812697904,4.550757741,4.916835461,4.917174272,4.917174272,4.985050295,4.917174272,4.851003528,5.026213288,5.160643727,4.787779344,5.980858411
X1561683_at,6.5877747,6.531058579,6.371860124,6.514432306,6.640266067,6.50588831,6.6049745,6.470159378,6.103797861,6.316757219,6.181423457,6.63624724,6.659659625,6.585901933,6.650927153
X1561685_a_at,5.993131324,6.17846874,5.978872344,6.103692841,6.128550639,6.167560579,6.110208157,5.939641255,5.993700035,6.006844867,6.173896113,6.127981057,6.114593569,6.337079794,6.104622772
X1561686_at,5.535703832,5.526093258,5.269776651,5.421038216,5.505080366,5.551135425,5.509477837,5.396926279,5.420122043,5.65829406,5.374537422,5.779242329,5.531690687,5.509477837,5.639714492
X1561687_a_at,4.747050153,4.704705754,5.842427634,5.988264006,4.404551484,4.839643413,5.641876189,5.835847046,6.870335506,6.837283757,6.104588592,4.527848242,4.930364224,4.938535702,4.828917148
X1561688_at,5.957304443,5.955087545,6.018287149,5.674454799,5.946534886,5.955087545,5.910178155,5.997753487,5.718037858,6.094823372,6.057547402,5.902188924,6.136807264,5.88543266,5.79598175
X1561689_at,6.471980629,6.48513978,6.630859898,6.611778201,6.611778201,6.49563151,6.603536187,6.703211329,6.85794971,6.689478317,6.685070098,6.618198735,6.611778201,6.551472878,6.794956796
X1561690_at,4.432645616,4.549201836,4.788513393,4.932646513,4.730889799,4.768276078,4.630525013,4.630525013,4.541551519,4.630525013,4.514968784,4.719515842,4.706404294,4.840133175,4.577028014
X1561691_at,5.559406379,5.634923518,6.41841952,6.058076677,5.638525501,5.434285207,6.3090045,6.104861531,5.613280553,5.532834034,5.695083478,5.713726868,5.668094481,5.919019835,6.030889834
X1561692_at,4.827654144,4.871935755,4.729336116,4.827654144,4.728513752,4.794854998,4.813778619,4.917210379,4.855697434,4.778765897,4.827654144,4.919389085,4.974167154,4.657821568,4.96858818
X1561693_at,5.19754479,5.338331835,5.377431416,5.298162143,5.130599717,5.199813803,5.136086551,5.230560251,5.123191354,5.298162143,5.426732498,5.411296533,5.427408854,5.486095933,6.00049662
X1561699_a_at,4.715794795,4.750978336,4.595837052,4.437751277,4.604993342,4.766536098,4.651047028,4.694271371,4.740039653,4.972474224,4.885752796,4.893484897,4.715794795,4.606591011,4.891244821
X1561700_at,5.174024507,5.037702369,5.098443238,5.082118402,5.18529767,5.034010933,5.235587827,5.290233345,5.208447274,5.098443238,5.067475588,4.963575816,5.082595982,4.935565382,5.207796723
X1561702_at,5.356888576,5.450087822,5.377818968,5.236535193,5.331787946,5.441768882,5.497340767,5.456313504,5.452977134,5.199245069,5.674454799,5.464371968,5.70989125,5.441768882,5.896942624
X1561703_at,4.447800591,4.515683045,4.328740281,4.402760981,4.402760981,4.304247553,4.468030916,4.283503619,4.402760981,4.399632209,4.435625414,4.402760981,4.296242955,4.436385723,4.615467621
X1561704_at,5.395563354,5.41797161,5.296235556,5.371667504,5.41797161,5.407802874,5.412756764,5.426565205,5.527501277,5.677361309,5.573825722,5.398946273,5.307047418,5.319710295,5.688944757
X1561705_at,6.968789003,6.96422418,7.076956625,6.912809251,6.826985776,6.990289102,6.963624321,6.78973748,7.023984106,6.948740424,7.2376732,7.289351719,7.068214127,7.28213916,7.286007397
X1561706_at,5.4777149,5.546854907,5.537139804,5.615379718,5.350337673,5.537139804,5.592570699,5.637291669,5.537139804,5.437653722,5.461980363,5.282402204,5.579790067,5.521711666,5.668058769
X1561707_at,4.459531332,4.849002918,4.552302055,4.515884079,4.516153212,4.591844883,4.920560875,4.527802983,4.777261171,4.906120889,4.822212484,4.643158331,4.293999728,4.643158331,4.867922399
X1561708_at,4.829840186,4.905368123,4.851512165,4.850532163,4.684031648,4.783951807,5.035253583,5.027590035,5.034196179,5.194272679,5.409085171,5.009826869,4.870032608,4.780207272,5.121869241
X1561710_at,5.440091288,5.504910319,5.535673897,5.356704178,5.535673897,5.535673897,5.571994888,5.535673897,5.569843523,5.47094018,5.570931349,5.555342289,5.555942364,5.61516137,5.535673897
X1561712_at,5.510578977,5.59064804,5.376779017,5.593229829,5.576504873,5.60179849,5.570167729,5.436806157,5.581498343,5.653746059,5.727890796,5.749325917,5.70292992,5.621208598,5.786315188
X1561713_at,4.294673958,4.406277123,4.402760981,4.421513137,4.415755177,4.406277123,4.314160172,4.431307144,4.347531055,4.540453927,4.490383441,4.440613834,4.406729429,4.462356352,4.311218907
X1561714_a_at,5.096526739,5.179235093,5.215964844,4.960950718,4.994792291,4.858263351,5.10645412,5.014980982,5.059196178,5.10645412,5.198032582,5.203602102,5.14418159,5.164953635,5.105301006
X1561718_at,5.226559795,5.209960214,5.214363914,5.243611419,5.096876064,5.170358521,5.214363914,5.112048836,5.214363914,5.191736003,5.122347601,5.346382212,5.574290805,5.214363914,5.757275386
X1561719_at,4.789858008,4.642493198,4.774003152,4.843939887,4.80661436,4.737220866,4.743322239,4.721579031,4.828629518,4.886754724,4.812163209,4.721123181,5.139219934,4.929245596,4.873618491
X1561720_at,4.281370011,4.276982055,4.294382535,4.35079315,4.321919942,4.332950759,4.317382092,4.322868904,4.26604665,4.371011702,4.40730995,4.251964996,4.317382092,4.238217243,4.292632959
X1561721_a_at,4.135804342,4.248360859,4.199509271,4.175836778,4.254805002,4.22857594,4.278053867,4.272825922,4.167975513,4.26950781,4.418133708,4.248360859,4.296242955,4.248360859,4.234818545
X1561723_at,5.973482545,5.897398515,5.83215446,6.028578514,5.884693234,5.653442651,6.132062969,5.933664555,5.876358113,5.973482545,5.96265885,6.246456247,6.237936711,6.015477477,5.991675685
X1561726_s_at,6.62138868,6.577360786,6.494021109,6.700948141,6.514203994,6.413631016,6.581174693,6.493529461,6.523062808,6.712057566,6.843643844,6.510178711,6.523062808,6.683965115,6.496495012
X1561728_a_at,5.665509106,5.748232628,5.434545078,5.485758707,5.565098339,5.646585485,5.605139255,5.665509106,5.713335097,5.848437284,5.691842445,5.87590687,5.653324327,5.679433586,6.449428157
X1561731_at,4.309399542,4.329426332,4.560951195,4.499067015,4.344679994,4.539887446,4.281752859,4.42196393,4.628302744,4.15552829,4.343350504,4.247687704,4.230031024,4.254275225,4.247424638
X1561732_at,5.868265451,5.933682978,5.727894276,5.865332044,5.724696429,5.896912235,5.946610446,5.938608962,5.903479678,6.169056827,6.258042117,5.977181416,5.384822863,5.750104588,5.635154936
X1561733_at,5.566915525,5.352001274,5.554849075,5.313926457,5.51210431,5.564711283,5.589992858,5.656833592,5.564711283,5.584025287,5.433036401,5.592997769,5.593789028,5.618460764,5.564711283
X1561737_at,5.174400719,5.282731091,5.167103341,5.15144398,5.343769847,5.262223522,5.314515778,5.314515778,5.326393229,5.534539121,5.408936433,5.210563452,5.013294478,5.506195517,5.527880415
X1561738_at,5.572602302,5.628617823,5.482781195,5.564066705,5.556778834,5.572602302,5.572602302,5.817843226,5.416519746,5.740821532,5.726187516,5.553670354,5.492068797,5.480984238,6.032277912
X1561739_at,5.786977918,6.230766562,6.237270934,6.224394554,6.057662122,6.591110399,5.975782799,6.189714077,6.171623892,6.365359079,6.799743354,6.367800147,6.270877423,6.344685562,6.691020281
X1561740_at,4.796726502,4.848894789,4.729272376,4.683460571,4.635548378,4.659102465,4.687864086,4.803823679,4.727546433,4.6165943,4.792143645,4.862348536,4.922178926,4.79046179,4.968704427
X1561741_at,4.34854894,4.474739289,4.638446709,4.647226718,4.693545104,4.647226718,4.487127913,4.519973614,4.559945559,4.542260204,4.653055578,4.776292869,5.407097343,4.939235399,5.2576544
X1561749_at,8.311584343,7.795944502,7.633392157,8.090083823,7.217763191,7.306283034,7.417294515,7.22636102,7.983675091,7.650948869,7.809777963,7.967012619,8.872908007,8.03866899,7.728134115
X1561754_at,5.941361276,5.978759925,5.151873203,5.100852758,4.704718191,4.910633205,4.84944676,4.824447499,5.315224001,5.587034477,5.39392469,4.818746274,4.735220177,4.703778982,5.306798255
X1561756_at,5.827606931,6.228611355,5.679870226,5.740534384,5.815063417,5.369664369,5.733270653,5.618975395,5.784940989,5.784940989,5.58424343,5.718808081,5.916736944,5.887938394,6.210006075
X1561757_a_at,5.280622586,5.394936188,5.413592721,5.402139314,5.275536953,5.167744231,5.374117894,5.107327004,5.394936188,5.298177936,5.323483897,5.777014773,5.842096937,5.578670584,6.128332908
X1561759_at,6.070525456,5.587202937,4.662602442,4.658264092,4.401124633,4.750651519,4.430345207,4.417070665,4.805140391,4.733560024,4.659614921,4.944204654,4.733560024,4.871222996,4.989827829
X1561760_s_at,6.522949806,5.87573259,5.577253369,5.802203088,4.783323265,4.406277123,5.489982323,5.08939414,5.187391782,5.156301902,5.216835673,5.14888105,4.837271028,5.161457181,4.937136492
X1561761_x_at,6.485626778,6.136054616,5.508550562,5.306963104,5.026839363,4.837137306,5.302345247,5.291960859,5.021345359,5.235464544,5.419379343,5.595498542,5.219587474,5.404597832,5.678029144
X1561762_s_at,7.45316164,7.598463289,6.467277014,6.123745264,6.830079814,6.994073693,6.318256212,6.191206415,7.691414437,7.487587462,7.806681934,6.259119543,6.863041269,6.20035089,6.289561051
X1561763_at,4.714527024,4.755919011,4.97077613,4.898151906,4.773558885,4.746847812,4.893925673,4.86021504,4.679003648,5.021624734,4.915556197,4.846190822,4.908744229,4.900228601,4.815405472
X1561765_at,4.024687694,3.95660031,3.951327122,3.907197546,3.988626462,3.983475919,3.951327122,3.998525597,3.939874233,3.91649748,3.951327122,3.965699908,3.915622272,3.94360966,3.921682413
X1561767_at,5.339641973,5.21014607,5.355687014,5.416676504,5.23357462,5.22933719,5.581977731,5.339641973,5.089245109,5.33311188,5.504308228,5.339641973,5.339641973,5.244712151,5.413719237
X1561770_at,5.299855584,5.114196377,5.205252826,5.318992339,5.234026373,5.179364487,5.205252826,5.314515778,5.354100197,5.559861527,5.57938668,4.940887366,4.727883104,5.079035084,4.957063396
X1561775_at,3.872449313,3.906767521,4.041688974,3.978665984,3.964842099,3.905857309,3.973028231,4.032031822,4.101651178,4.068795269,4.010097298,3.973028231,3.95134833,3.922042907,3.873937645
X1561776_at,4.792670708,4.749716161,4.941086061,4.885023502,4.89625943,4.827198906,5.058703971,4.911037973,4.809855777,4.735806608,4.932031642,5.053084943,5.119720539,4.937284871,4.905476069
X1561777_at,4.204004254,4.23179292,4.216867742,4.465037128,4.195688041,4.255408755,4.265760912,4.236008314,4.302220806,4.151189187,3.969876145,4.16188435,4.309914821,4.250421366,4.265208159
X1561778_at,4.967348547,5.139686746,4.751216707,4.881381984,4.97597046,5.042901619,4.998858534,5.186110313,4.97597046,4.99792771,5.537949058,4.97597046,4.97597046,5.019383073,4.821747359
X1561780_at,4.522031349,4.635515912,4.454516722,4.549678032,4.541060824,4.485797594,4.727485546,4.544929983,4.506934616,4.548220793,4.605987501,4.664699411,4.623816185,4.690562054,4.482071591
X1561785_at,6.325003239,6.462764852,6.265211339,6.449474987,6.287380499,6.335817327,6.654498217,6.977931193,6.394130179,6.451986151,6.439252076,6.593177987,6.254653632,6.431384826,6.694304649
X1561786_at,5.205972742,4.902226556,5.183031852,5.545142648,4.750569048,4.862733712,5.200954576,5.111667678,5.024821701,4.972207045,5.041062327,5.22132175,5.458173405,5.110683981,4.890715625
X1561789_at,4.199336565,4.046615027,4.10673331,4.181741575,4.085995385,4.122822412,4.103754867,4.059884267,4.10673331,4.10673331,4.327911908,4.10673331,4.109526061,4.101466371,4.10673331
X1561795_at,4.782381801,4.863843132,5.040445253,4.887745573,4.854461056,4.803575542,4.702657613,4.814582686,4.811008789,4.847451838,4.810705218,4.729713206,4.563196031,4.810705218,4.738595037
X1561806_at,6.082993105,5.873712773,6.166513664,6.184102385,5.911265666,5.761206827,6.077916496,6.131943935,5.960318257,5.827708885,5.929083719,6.581138985,6.459222867,5.905409623,6.705060338
X1561813_at,4.21568718,4.192370162,4.200253214,4.369638116,4.298546167,4.239018595,4.298546167,4.388679722,4.223053573,4.20726694,4.163735813,4.447140675,4.40581364,4.348999521,4.53566909
X1561817_at,4.524946338,4.631749839,4.606489636,4.479752115,4.615146156,4.477280232,4.779588194,4.64257273,4.615146156,4.54502205,4.583159146,4.673208177,4.556629965,4.776390987,5.014337529
X1561820_at,5.418577891,5.379292747,5.453285797,5.43755515,5.753650788,5.743994668,5.640613353,5.397806393,5.51322043,5.430264903,5.710001881,5.453285797,5.23622877,5.22059988,4.970970086
X1561828_at,4.423569096,4.336303008,4.393264416,4.37466484,4.357329352,4.327692977,4.277051294,4.45623272,4.3023679,4.519028723,4.313077343,4.38215318,4.38215318,4.378848816,4.454609476
X1561829_at,6.118185528,5.918577808,5.908323729,6.004278254,5.773230883,5.932875717,6.0325234,5.839375244,5.824999132,6.10644655,6.335644726,6.165316307,6.004278254,6.374226403,6.505783585
X1561834_a_at,5.697466456,5.885925414,5.806106786,5.946011367,5.591784913,5.592226928,5.845729103,5.850261726,5.845729103,5.745680348,5.856303894,5.92399415,6.33005747,5.677836871,6.349397003
X1561844_at,6.496402835,6.413653795,6.325662177,6.343501647,6.051312328,6.223112751,6.339254182,6.031097914,6.335726545,6.173736897,6.335522486,6.431357725,6.325205794,6.249930472,6.262775129
X1561846_s_at,4.66717627,4.815196633,4.684282939,4.768357715,4.712263839,4.683228418,4.800246082,4.749619499,4.716820353,4.703273185,4.871471046,4.792971934,4.831493578,4.844200947,5.006166678
X1561847_at,6.673064862,6.837899777,6.619527731,6.752475367,6.707489732,6.770175504,6.693378986,6.800610519,6.562782226,6.693378986,6.675440835,6.628771045,6.488823988,6.52356609,7.351128893
X1561849_at,5.203323204,5.18259242,5.591148462,5.697466456,5.021831724,5.18259242,5.235714171,5.18259242,5.116540893,5.019181604,5.16434187,5.18259242,4.927067647,4.96896441,5.18259242
X1561850_at,6.356691417,6.559627521,6.456663249,6.404785487,6.596657711,6.277468879,6.596657711,6.53166372,6.662071096,6.506794877,6.630859898,6.93956671,6.766797364,6.931467371,7.143879562
X1561853_a_at,6.045160339,6.248883601,6.20368264,6.195986797,6.251985217,6.184694896,6.248883601,6.113237236,6.37433566,6.248883601,6.426979583,6.395917581,6.532594897,6.56269165,6.657591284
X1561854_at,4.118373861,4.103931307,4.087164341,4.039156468,4.071753673,4.285585286,4.070939283,4.298391634,4.158943302,4.314471713,4.27335048,4.212064177,4.158943302,4.23671048,4.158943302
X1561855_x_at,4.260956028,4.222137484,4.234572932,4.282255767,4.309989585,4.199986527,4.277040806,4.291906147,4.357374333,4.80661436,4.41913131,4.282255767,4.239504689,4.282255767,4.187879697
X1561856_at,4.624007074,4.672461174,4.486150012,4.328278401,4.573964278,4.56303333,4.630525013,4.826353649,4.455280958,4.726272813,4.678931782,4.664553995,4.597062026,4.554369699,5.531949234
X1561857_at,4.436075252,4.436075252,4.416979846,4.362895455,4.38607605,4.419908378,4.418594555,4.553046241,4.520842744,4.548220793,4.502851769,4.365396202,4.345899029,4.436075252,4.413704934
X1561860_at,4.386245787,4.427897794,4.41628476,4.6136586,4.309081601,4.303363815,4.390985557,4.122028935,4.386245787,4.386245787,4.247553221,4.443319018,4.385800389,4.458668625,4.5393948
X1561861_a_at,4.727940783,4.884527392,4.855478366,4.775289012,4.773772699,4.893029228,4.808232144,4.848857174,5.083441278,5.175362273,5.26035146,4.847114035,4.663117302,4.775289012,5.024736866
X1561863_a_at,4.456542475,4.608300051,4.470017694,4.533634952,4.497464081,4.479531174,4.462034083,4.663353884,4.363400499,4.494061105,4.581352395,4.686417206,4.573048275,4.681328572,4.731324978
X1561864_at,4.296242955,4.375451151,4.342215478,4.319624453,4.490248306,4.292813835,4.420586681,4.279743137,4.40680517,4.358852201,4.45662913,4.501967471,4.404134988,4.586072915,4.999787841
X1561867_at,4.147051701,4.129921573,4.2467776,4.197268267,4.256605355,4.339079212,4.262363315,4.592844418,4.442017616,4.298477458,4.569941506,4.266174557,4.168327695,4.256605355,4.177697398
X1561868_at,6.219837809,6.344443261,6.307049991,6.354979419,6.380091225,6.330617303,6.245167268,6.215695855,6.289459417,6.168990439,6.210204599,6.48243406,6.407877745,6.261143723,6.255821278
X1561870_at,4.395337746,4.280904598,4.281352913,4.345230443,4.321919942,4.260873261,4.150826807,4.207598687,4.229211644,4.17768788,4.291806125,4.335500341,4.375072806,4.221127961,4.652106259
X1561871_at,9.647856393,9.623859972,9.761416151,9.838779225,9.577079511,9.665945969,9.815301387,9.705909938,9.396986544,9.312734951,9.528398842,10.00801586,9.647856393,9.886829696,9.246530156
X1561872_at,5.335567477,5.357677033,5.138033626,5.232614505,5.267535578,5.251831792,5.449451705,5.147355424,5.134313813,5.023442327,5.312053338,5.244482374,5.500127655,5.267535578,5.262744797
X1561877_at,4.95244959,4.812848696,4.693608739,4.727020845,4.821747359,4.944831722,4.96744083,4.736775147,4.845885941,4.932116447,4.896132124,4.766533311,4.779272249,4.685411789,4.833870227
X1561879_at,5.419037984,5.437324535,5.303751445,5.191550687,5.29160348,5.242581,5.145149871,5.290266597,5.242581,5.341210182,5.600523461,5.207314587,5.130607806,5.411139726,5.020342728
X1561880_a_at,6.454616199,6.385921514,6.475397068,6.517890524,6.455839458,6.536284647,6.618887734,6.414111206,6.582117487,6.561667742,6.674894797,6.536284647,6.344973423,6.611266957,6.755541339
X1561881_at,4.56932624,4.602291408,4.547405622,4.667386456,4.650858109,4.747459632,4.641571973,4.525552458,4.548664581,4.594756449,4.60148902,4.590128077,4.671648015,4.602291408,4.483143369
X1561882_at,4.664508979,4.620650575,4.581205001,4.668472198,4.468561664,4.597656545,4.730086381,4.778512489,4.548664581,4.575009325,4.719293787,4.575943351,4.595027881,4.551487578,4.726257591
X1561883_at,6.359599875,6.603631879,6.351562956,6.4991699,6.155976326,6.389677839,6.562765124,6.486782361,6.589801425,6.369991681,6.409492764,6.486782361,6.768370696,6.489034013,6.486782361
X1561884_at,6.018234949,5.893484615,5.334068281,5.445873919,5.351389206,5.696070594,5.315560531,5.351389206,5.067106042,5.160018635,5.258798451,5.512490372,4.927375985,5.3374906,4.942879541
X1561886_a_at,4.521057277,4.498170486,4.536861921,4.353916361,4.460685845,4.582817742,4.484358338,4.499299242,4.333645265,4.476257498,4.484358338,4.460872866,4.484358338,4.35171212,4.483819255
X1561887_at,5.628576513,5.619334523,5.706080552,5.629457391,5.678029144,5.582446484,5.678029144,5.678029144,5.577847914,5.533592636,5.904483374,5.682792986,5.986400236,5.673420674,5.800167072
X1561889_at,5.722848904,5.615479047,5.529330042,5.435304487,5.574995867,5.429914382,5.525307482,5.443723187,5.635705548,5.523548916,5.634185865,5.760827552,5.928529696,5.556960807,6.060148191
X1561890_at,5.459941406,5.634050148,5.28634123,5.361053026,5.053791968,5.122507177,5.427486381,5.044262991,5.332734161,5.209316969,5.460517873,5.682018532,5.582082976,5.533143883,5.565856918
X1561891_at,5.737630646,5.686266985,5.596004403,5.980610108,5.615155642,5.674454799,6.083023178,5.391351299,5.822246053,5.667768168,5.499213013,5.947523179,5.664556053,5.691388931,6.039942309
X1561892_at,4.56121061,4.570165301,4.552421519,4.862462518,4.66588687,4.54668617,4.621781898,4.66588687,4.881669391,4.399143295,4.337566151,4.875599059,4.963922293,4.816770245,5.150843551
X1561893_at,6.392713359,6.419992026,6.601359032,6.728343786,6.605859866,6.485930338,6.920170987,6.624754893,6.136081512,6.521683313,6.620066479,6.138838114,5.961094973,6.164233515,5.182588598
X1561894_at,4.536643062,4.677915206,4.848613529,4.551943918,4.813093252,4.822969249,4.645973067,4.650508825,4.786217466,4.616915726,4.688156598,4.584351558,4.563990877,4.574568801,4.521389018
X1561895_at,4.424143121,4.317387318,4.274098827,4.281040879,4.353131139,4.207908396,4.353131139,4.362417881,4.327390575,4.352774639,4.398846144,4.49452029,4.249090835,4.148484815,4.312539943
X1561896_at,5.812180948,5.972481979,5.736567043,5.823992211,5.720189767,5.808300347,5.823940668,6.053691405,5.628988191,5.484344601,5.580442137,5.877894147,5.996787072,5.743486263,6.004299897
X1561897_at,5.667618439,5.928649876,5.979625353,5.977378509,5.682445709,5.723412448,5.961412364,5.942507659,6.395725509,5.880170518,5.860587833,6.012993194,6.18090102,5.74152689,6.110317411
X1561899_at,6.191650242,6.545123394,5.933999592,6.131128579,6.148190612,6.184392933,6.218581874,6.635433317,6.717779218,6.986058396,6.630859898,6.240500474,5.680273344,6.18396742,5.766247789
X1561902_at,4.388534195,4.455140346,4.560951195,4.51767208,4.532657719,4.545861772,4.576922634,4.410858767,4.448328987,4.621384769,4.586503353,4.54495085,4.492614128,4.492614128,4.475640233
